time point	time (ms)
1842	698.7305
1843	699.2188
1844	699.707
1845	700.1953
1846	700.6836
1847	701.1719
1848	701.6602
1849	702.1484
1850	702.6367
1851	703.125
1852	703.6133
1853	704.1016
1854	704.5898
1855	705.0781
1856	705.5664
1857	706.0547
1858	706.543
1859	707.0313
1860	707.5195
1861	708.0078
1862	708.4961
1863	708.9844
1864	709.4727
1865	709.9609
1866	710.4492
1867	710.9375
1868	711.4258
1869	711.9141
1870	712.4023
1871	712.8906
1872	713.3789
1873	713.8672
1874	714.3555
1875	714.8438
1876	715.332
1877	715.8203
1878	716.3086
1879	716.7969
1880	717.2852
1881	717.7734
1882	718.2617
1883	718.75
1884	719.2383
1885	719.7266
1886	720.2148
1887	720.7031
1888	721.1914
1889	721.6797
1890	722.168
1891	722.6563
1892	723.1445
1893	723.6328
1894	724.1211
1895	724.6094
1896	725.0977
1897	725.5859
1898	726.0742
1899	726.5625
1900	727.0508
1901	727.5391
1902	728.0273
1903	728.5156
1904	729.0039
1905	729.4922
1906	729.9805
1907	730.4688
1908	730.957
1909	731.4453
1910	731.9336
1911	732.4219
1912	732.9102
1913	733.3984
1914	733.8867
1915	734.375
1916	734.8633
1917	735.3516
1918	735.8398
1919	736.3281
1920	736.8164
1921	737.3047
1922	737.793
1923	738.2813
1924	738.7695
1925	739.2578
1926	739.7461
1927	740.2344
1928	740.7227
1929	741.2109
1930	741.6992
1931	742.1875
1932	742.6758
1933	743.1641
1934	743.6523
1935	744.1406
1936	744.6289
1937	745.1172
1938	745.6055
1939	746.0938
1940	746.582
1941	747.0703
1942	747.5586
1943	748.0469
1944	748.5352
1945	749.0234
1946	749.5117
1947	750
1948	750.4883
1949	750.9766
1950	751.4648
1951	751.9531
1952	752.4414
1953	752.9297
1954	753.418
1955	753.9063
1956	754.3945
1957	754.8828
1958	755.3711
1959	755.8594
1960	756.3477
1961	756.8359
1962	757.3242
1963	757.8125
1964	758.3008
1965	758.7891
1966	759.2773
1967	759.7656
1968	760.2539
1969	760.7422
1970	761.2305
1971	761.7188
1972	762.207
1973	762.6953
1974	763.1836
1975	763.6719
1976	764.1602
1977	764.6484
1978	765.1367
1979	765.625
1980	766.1133
1981	766.6016
1982	767.0898
1983	767.5781
1984	768.0664
1985	768.5547
1986	769.043
1987	769.5313
1988	770.0195
1989	770.5078
1990	770.9961
1991	771.4844
1992	771.9727
1993	772.4609
1994	772.9492
1995	773.4375
1996	773.9258
1997	774.4141
1998	774.9023
1999	775.3906
2000	775.8789
2001	776.3672
2002	776.8555
2003	777.3438
2004	777.832
2005	778.3203
2006	778.8086
2007	779.2969
2008	779.7852
2009	780.2734
2010	780.7617
2011	781.25
2012	781.7383
2013	782.2266
2014	782.7148
2015	783.2031
2016	783.6914
2017	784.1797
2018	784.668
2019	785.1563
2020	785.6445
2021	786.1328
2022	786.6211
2023	787.1094
2024	787.5977
2025	788.0859
2026	788.5742
2027	789.0625
2028	789.5508
2029	790.0391
2030	790.5273
2031	791.0156
2032	791.5039
2033	791.9922
2034	792.4805
2035	792.9688
2036	793.457
2037	793.9453
2038	794.4336
2039	794.9219
2040	795.4102
2041	795.8984
2042	796.3867
2043	796.875
2044	797.3633
2045	797.8516
2046	798.3398
2047	798.8281
2048	799.3164
2049	799.8047
2050	800.293
2051	800.7813
2052	801.2695
2053	801.7578
2054	802.2461
2055	802.7344
2056	803.2227
2057	803.7109
2058	804.1992
2059	804.6875
2060	805.1758
2061	805.6641
2062	806.1523
2063	806.6406
2064	807.1289
2065	807.6172
2066	808.1055
2067	808.5938
2068	809.082
2069	809.5703
2070	810.0586
2071	810.5469
2072	811.0352
2073	811.5234
2074	812.0117
2075	812.5
2076	812.9883
2077	813.4766
2078	813.9648
2079	814.4531
2080	814.9414
2081	815.4297
2082	815.918
2083	816.4063
2084	816.8945
2085	817.3828
2086	817.8711
2087	818.3594
2088	818.8477
2089	819.3359
2090	819.8242
2091	820.3125
2092	820.8008
2093	821.2891
2094	821.7773
2095	822.2656
2096	822.7539
2097	823.2422
2098	823.7305
2099	824.2188
2100	824.707
2101	825.1953
2102	825.6836
2103	826.1719
2104	826.6602
2105	827.1484
2106	827.6367
2107	828.125
2108	828.6133
2109	829.1016
2110	829.5898
2111	830.0781
2112	830.5664
2113	831.0547
2114	831.543
2115	832.0313
2116	832.5195
2117	833.0078
2118	833.4961
2119	833.9844
2120	834.4727
2121	834.9609
2122	835.4492
2123	835.9375
2124	836.4258
2125	836.9141
2126	837.4023
2127	837.8906
2128	838.3789
2129	838.8672
2130	839.3555
2131	839.8438
2132	840.332
2133	840.8203
2134	841.3086
2135	841.7969
2136	842.2852
2137	842.7734
2138	843.2617
2139	843.75
2140	844.2383
2141	844.7266
2142	845.2148
2143	845.7031
2144	846.1914
2145	846.6797
2146	847.168
2147	847.6563
2148	848.1445
2149	848.6328
2150	849.1211
2151	849.6094
2152	850.0977
2153	850.5859
2154	851.0742
2155	851.5625
2156	852.0508
2157	852.5391
2158	853.0273
2159	853.5156
2160	854.0039
2161	854.4922
2162	854.9805
2163	855.4688
2164	855.957
2165	856.4453
2166	856.9336
2167	857.4219
2168	857.9102
2169	858.3984
2170	858.8867
2171	859.375
2172	859.8633
2173	860.3516
2174	860.8398
2175	861.3281
2176	861.8164
2177	862.3047
2178	862.793
2179	863.2813
2180	863.7695
2181	864.2578
2182	864.7461
2183	865.2344
2184	865.7227
2185	866.2109
2186	866.6992
2187	867.1875
2188	867.6758
2189	868.1641
2190	868.6523
2191	869.1406
2192	869.6289
2193	870.1172
2194	870.6055
2195	871.0938
2196	871.582
2197	872.0703
2198	872.5586
2199	873.0469
2200	873.5352
2201	874.0234
2202	874.5117
2203	875
2204	875.4883
2205	875.9766
2206	876.4648
2207	876.9531
2208	877.4414
2209	877.9297
2210	878.418
2211	878.9063
2212	879.3945
2213	879.8828
2214	880.3711
2215	880.8594
2216	881.3477
2217	881.8359
2218	882.3242
2219	882.8125
2220	883.3008
2221	883.7891
2222	884.2773
2223	884.7656
2224	885.2539
2225	885.7422
2226	886.2305
2227	886.7188
2228	887.207
2229	887.6953
2230	888.1836
2231	888.6719
2232	889.1602
2233	889.6484
2234	890.1367
2235	890.625
2236	891.1133
2237	891.6016
2238	892.0898
2239	892.5781
2240	893.0664
2241	893.5547
2242	894.043
2243	894.5313
2244	895.0195
2245	895.5078
2246	895.9961
2247	896.4844
2248	896.9727
2249	897.4609
2250	897.9492
2251	898.4375
2252	898.9258
2253	899.4141
2254	899.9023
2255	900.3906
2256	900.8789
2257	901.3672
2258	901.8555
2259	902.3438
2260	902.832
2261	903.3203
2262	903.8086
2263	904.2969
2264	904.7852
2265	905.2734
2266	905.7617
2267	906.25
2268	906.7383
2269	907.2266
2270	907.7148
2271	908.2031
2272	908.6914
2273	909.1797
2274	909.668
2275	910.1563
2276	910.6445
2277	911.1328
2278	911.6211
2279	912.1094
2280	912.5977
2281	913.0859
2282	913.5742
2283	914.0625
2284	914.5508
2285	915.0391
2286	915.5273
2287	916.0156
2288	916.5039
2289	916.9922
2290	917.4805
2291	917.9688
2292	918.457
2293	918.9453
2294	919.4336
2295	919.9219
2296	920.4102
2297	920.8984
2298	921.3867
2299	921.875
2300	922.3633
2301	922.8516
2302	923.3398
2303	923.8281
2304	924.3164
2305	924.8047
2306	925.293
2307	925.7813
2308	926.2695
2309	926.7578
2310	927.2461
2311	927.7344
2312	928.2227
2313	928.7109
2314	929.1992
2315	929.6875
2316	930.1758
2317	930.6641
2318	931.1523
2319	931.6406
2320	932.1289
2321	932.6172
2322	933.1055
2323	933.5938
2324	934.082
2325	934.5703
2326	935.0586
2327	935.5469
2328	936.0352
2329	936.5234
2330	937.0117
2331	937.5
2332	937.9883
2333	938.4766
2334	938.9648
2335	939.4531
2336	939.9414
2337	940.4297
2338	940.918
2339	941.4063
2340	941.8945
2341	942.3828
2342	942.8711
2343	943.3594
2344	943.8477
2345	944.3359
2346	944.8242
2347	945.3125
2348	945.8008
2349	946.2891
2350	946.7773
2351	947.2656
2352	947.7539
2353	948.2422
2354	948.7305
2355	949.2188
2356	949.707
2357	950.1953
2358	950.6836
2359	951.1719
2360	951.6602
2361	952.1484
2362	952.6367
2363	953.125
2364	953.6133
2365	954.1016
2366	954.5898
2367	955.0781
2368	955.5664
2369	956.0547
2370	956.543
2371	957.0313
2372	957.5195
2373	958.0078
2374	958.4961
2375	958.9844
2376	959.4727
2377	959.9609
2378	960.4492
2379	960.9375
2380	961.4258
2381	961.9141
2382	962.4023
2383	962.8906
2384	963.3789
2385	963.8672
2386	964.3555
2387	964.8438
2388	965.332
2389	965.8203
2390	966.3086
2391	966.7969
2392	967.2852
2393	967.7734
2394	968.2617
2395	968.75
2396	969.2383
2397	969.7266
2398	970.2148
2399	970.7031
2400	971.1914
2401	971.6797
2402	972.168
2403	972.6563
2404	973.1445
2405	973.6328
2406	974.1211
2407	974.6094
2408	975.0977
2409	975.5859
2410	976.0742
2411	976.5625
2412	977.0508
2413	977.5391
2414	978.0273
2415	978.5156
2416	979.0039
2417	979.4922
2418	979.9805
2419	980.4688
2420	980.957
2421	981.4453
2422	981.9336
2423	982.4219
2424	982.9102
2425	983.3984
2426	983.8867
2427	984.375
2428	984.8633
2429	985.3516
2430	985.8398
2431	986.3281
2432	986.8164
2433	987.3047
2434	987.793
2435	988.2813
2436	988.7695
2437	989.2578
2438	989.7461
2439	990.2344
2440	990.7227
2441	991.2109
2442	991.6992
2443	992.1875
2444	992.6758
2445	993.1641
2446	993.6523
2447	994.1406
2448	994.6289
2449	995.1172
2450	995.6055
2451	996.0938
2452	996.582
2453	997.0703
2454	997.5586
2455	998.0469
2456	998.5352
2457	999.0234
2458	999.5117
